run,config,image,erl,skel_px,erl_Q1_dimmest,share_Q1_dimmest,erl_Q2,share_Q2,erl_Q3,share_Q3,erl_Q4_clearest,share_Q4_clearest
B_cldice_s3,B_cldice,17,2534.756,7984,2.244,0.1426,4.893,0.8801,5.8,0.9849,27.85,0.9998
B_cldice_s3,B_cldice,18,3672.823,7659,3.525,0.3406,3.731,0.8684,7.398,0.9836,69.695,1.0
B_cldice_s3,B_cldice,19,4689.179,8476,3.459,0.3259,3.931,0.8932,7.957,0.9911,33.916,1.0
B_cldice_s3,B_cldice,20,1148.784,7373,3.14,0.3129,4.302,0.9047,8.644,0.9959,45.789,0.9999
B_cldice_s4,B_cldice,01,3995.203,9312,1.748,0.2393,3.965,0.832,7.245,0.9792,110.976,1.0
B_cldice_s4,B_cldice,02,4713.905,9289,1.656,0.1668,3.791,0.8182,10.084,0.9968,106.796,0.9999
B_cldice_s4,B_cldice,03,605.341,9221,2.182,0.1189,4.934,0.8487,8.506,0.9789,39.308,1.0
B_cldice_s4,B_cldice,04,2658.98,8926,2.192,0.0668,3.655,0.8434,7.67,0.9918,376.647,0.9999
B_cldice_s4,B_cldice,05,2634.487,9586,1.172,0.0677,3.743,0.8641,7.702,0.9986,47.577,1.0
B_cldice_s4,B_cldice,06,2403.781,9989,2.05,0.0634,2.895,0.7657,7.305,0.9978,35.664,1.0
B_cldice_s4,B_cldice,07,2621.956,8968,1.352,0.0745,3.62,0.7829,6.851,0.9857,97.147,0.9965
B_cldice_s4,B_cldice,08,484.492,8585,1.925,0.0853,4.015,0.8634,8.81,0.9931,38.439,0.9994
B_cldice_s4,B_cldice,09,958.73,8726,2.034,0.123,4.115,0.8587,9.189,0.9991,62.957,0.996
B_cldice_s4,B_cldice,10,2383.286,9137,2.008,0.1434,4.26,0.8525,8.404,0.9959,96.105,0.9962
B_cldice_s4,B_cldice,11,3273.728,10456,1.096,0.1062,2.878,0.7863,5.734,0.9634,340.625,0.9998
B_cldice_s4,B_cldice,12,1307.986,8712,2.489,0.1917,3.596,0.8163,5.757,0.9835,43.307,0.9941
B_cldice_s4,B_cldice,13,1313.917,10186,1.625,0.1543,3.998,0.8164,6.705,0.9882,105.965,1.0
B_cldice_s4,B_cldice,14,3585.138,8358,1.637,0.2208,3.72,0.8263,6.361,0.9906,68.133,1.0
B_cldice_s4,B_cldice,15,3080.973,7651,2.23,0.238,4.319,0.9169,6.183,0.9945,270.675,1.0
B_cldice_s4,B_cldice,16,1889.575,8812,1.974,0.2613,4.535,0.8672,7.727,0.9901,228.764,0.9952
B_cldice_s4,B_cldice,17,1205.402,7984,2.179,0.1384,4.613,0.8299,5.846,0.9927,27.799,0.998
B_cldice_s4,B_cldice,18,3017.384,7659,2.725,0.2633,3.651,0.8498,7.483,0.995,69.695,1.0
B_cldice_s4,B_cldice,19,5010.982,8476,3.993,0.3762,4.057,0.9217,7.986,0.9947,33.916,0.9999
B_cldice_s4,B_cldice,20,1024.101,7373,3.123,0.3112,4.283,0.9007,8.592,0.9898,45.791,1.0
B_cldice_s5,B_cldice,01,4202.788,9312,1.897,0.2596,4.092,0.8587,7.158,0.9675,109.116,0.9832
B_cldice_s5,B_cldice,02,4615.901,9289,1.511,0.1523,3.762,0.8119,10.048,0.9932,106.628,0.9983
B_cldice_s5,B_cldice,03,1041.057,9221,2.038,0.1111,4.951,0.8516,8.493,0.9775,39.308,1.0
B_cldice_s5,B_cldice,04,2419.524,8926,2.444,0.0745,3.637,0.8392,7.602,0.983,376.07,0.9984
B_cldice_s5,B_cldice,05,1898.103,9586,1.251,0.0723,3.707,0.8556,7.671,0.9945,47.56,0.9996
B_cldice_s5,B_cldice,06,2804.295,9989,2.652,0.082,2.985,0.7894,7.295,0.9964,35.665,1.0
B_cldice_s5,B_cldice,07,2670.063,8968,1.066,0.0587,3.586,0.7755,6.839,0.984,97.067,0.9957
B_cldice_s5,B_cldice,08,967.594,8585,1.56,0.0691,4.029,0.8663,8.809,0.993,38.18,0.9926
B_cldice_s5,B_cldice,09,777.077,8726,2.179,0.1318,4.161,0.8684,9.163,0.9963,62.962,0.996
B_cldice_s5,B_cldice,10,2600.855,9137,1.726,0.1233,4.263,0.8532,8.373,0.9922,94.637,0.9809
B_cldice_s5,B_cldice,11,2879.562,10456,1.109,0.1074,2.716,0.7419,5.729,0.9625,340.094,0.9982
B_cldice_s5,B_cldice,12,1566.138,8712,2.391,0.1841,3.534,0.8022,5.701,0.974,43.393,0.9961
B_cldice_s5,B_cldice,13,3522.768,10186,1.719,0.1632,3.991,0.8151,6.673,0.9835,105.965,1.0
B_cldice_s5,B_cldice,14,3301.336,8358,1.455,0.1963,3.469,0.7705,6.351,0.9892,68.064,0.999
B_cldice_s5,B_cldice,15,3300.697,7651,1.956,0.2088,4.099,0.8703,6.157,0.9903,270.675,1.0
B_cldice_s5,B_cldice,16,3877.501,8812,2.275,0.3011,4.59,0.8778,7.725,0.9898,229.818,0.9997
B_cldice_s5,B_cldice,17,1195.34,7984,2.355,0.1496,4.936,0.8879,5.82,0.9884,27.829,0.999
B_cldice_s5,B_cldice,18,3850.637,7659,3.658,0.3534,3.521,0.8195,7.419,0.9865,65.101,0.9341
B_cldice_s5,B_cldice,19,4907.378,8476,3.87,0.3646,3.966,0.9011,7.987,0.9948,33.916,0.9999
B_cldice_s5,B_cldice,20,1108.273,7373,3.106,0.3095,4.383,0.9217,8.617,0.9927,45.789,0.9999
B_cldice_w32_s0,B_cldice_w32,01,3028.554,9312,1.604,0.2196,3.771,0.7913,7.166,0.9685,85.134,0.7671
B_cldice_w32_s0,B_cldice_w32,02,4011.385,9289,1.407,0.1418,3.163,0.6826,10.0,0.9885,106.489,0.997
B_cldice_w32_s0,B_cldice_w32,03,723.77,9221,1.394,0.076,4.746,0.8164,8.524,0.981,39.306,1.0
B_cldice_w32_s0,B_cldice_w32,04,2009.901,8926,1.854,0.0565,3.461,0.7986,7.61,0.984,374.709,0.9948
B_cldice_w32_s0,B_cldice_w32,05,712.26,9586,1.009,0.0582,3.237,0.7472,7.562,0.9804,47.375,0.9957
B_cldice_w32_s0,B_cldice_w32,06,934.099,9989,1.711,0.0529,2.781,0.7355,7.225,0.9869,35.532,0.9963
B_cldice_w32_s0,B_cldice_w32,07,1969.401,8968,0.939,0.0518,3.28,0.7094,6.833,0.983,97.006,0.9951
B_cldice_w32_s0,B_cldice_w32,08,338.192,8585,1.27,0.0563,3.497,0.7519,8.809,0.993,38.291,0.9955
B_cldice_w32_s0,B_cldice_w32,09,489.781,8726,2.167,0.131,3.792,0.7914,8.945,0.9726,62.033,0.9814
B_cldice_w32_s0,B_cldice_w32,10,1787.33,9137,1.453,0.1037,3.92,0.7845,8.29,0.9824,95.0,0.9847
B_cldice_w32_s0,B_cldice_w32,11,2324.045,10456,0.801,0.0776,2.417,0.6603,5.662,0.9514,337.631,0.991
B_cldice_w32_s0,B_cldice_w32,12,983.861,8712,1.949,0.1501,3.292,0.7472,5.706,0.9748,42.287,0.9707
B_cldice_w32_s0,B_cldice_w32,13,1043.519,10186,1.345,0.1277,3.692,0.7539,6.55,0.9653,105.965,1.0
B_cldice_w32_s0,B_cldice_w32,14,2525.789,8358,1.339,0.1806,3.217,0.7145,6.25,0.9733,68.134,1.0
B_cldice_w32_s0,B_cldice_w32,15,2635.469,7651,1.919,0.2049,3.926,0.8336,6.093,0.98,269.141,0.9943
B_cldice_w32_s0,B_cldice_w32,16,1608.733,8812,1.71,0.2263,4.171,0.7975,7.689,0.9853,225.998,0.9831
B_cldice_w32_s0,B_cldice_w32,17,734.853,7984,1.899,0.1206,4.347,0.782,5.783,0.982,27.812,0.9984
B_cldice_w32_s0,B_cldice_w32,18,838.731,7659,2.752,0.2659,3.196,0.7437,7.341,0.976,62.787,0.9009
B_cldice_w32_s0,B_cldice_w32,19,4322.758,8476,3.047,0.2871,3.743,0.8505,7.943,0.9894,33.916,1.0
B_cldice_w32_s0,B_cldice_w32,20,765.339,7373,2.331,0.2323,3.885,0.817,8.587,0.9893,45.761,0.9993
B_cldice_w32_s1,B_cldice_w32,01,4043.004,9312,1.583,0.2167,3.912,0.821,7.137,0.9646,110.886,0.9991
B_cldice_w32_s1,B_cldice_w32,02,1877.758,9289,1.819,0.1833,3.31,0.7144,10.047,0.9931,98.566,0.9229
B_cldice_w32_s1,B_cldice_w32,03,437.509,9221,1.792,0.0977,4.788,0.8237,8.397,0.9664,39.063,0.9938
B_cldice_w32_s1,B_cldice_w32,04,2730.282,8926,1.963,0.0599,3.772,0.8703,7.65,0.9892,376.477,0.9995
B_cldice_w32_s1,B_cldice_w32,05,1664.451,9586,1.274,0.0735,3.489,0.8054,7.68,0.9957,47.563,0.9997
B_cldice_w32_s1,B_cldice_w32,06,2223.912,9989,1.877,0.0581,2.898,0.7665,7.282,0.9946,35.665,1.0
B_cldice_w32_s1,B_cldice_w32,07,2427.895,8968,1.095,0.0603,3.517,0.7607,6.862,0.9872,97.133,0.9964
B_cldice_w32_s1,B_cldice_w32,08,649.062,8585,1.627,0.0721,3.764,0.8093,8.743,0.9856,38.2,0.9931
B_cldice_w32_s1,B_cldice_w32,09,899.656,8726,1.989,0.1202,3.952,0.8247,9.02,0.9807,62.463,0.9881
B_cldice_w32_s1,B_cldice_w32,10,1769.259,9137,1.797,0.1283,4.28,0.8566,8.348,0.9893,96.105,0.9962
B_cldice_w32_s1,B_cldice_w32,11,2032.724,10456,1.144,0.1109,2.578,0.7043,5.737,0.9639,268.45,0.7879
B_cldice_w32_s1,B_cldice_w32,12,1004.694,8712,1.955,0.1506,3.395,0.7707,5.776,0.9868,43.484,0.9982
B_cldice_w32_s1,B_cldice_w32,13,1389.5,10186,1.438,0.1366,3.791,0.774,6.702,0.9878,105.627,0.9968
B_cldice_w32_s1,B_cldice_w32,14,2742.303,8358,1.661,0.2239,3.381,0.7509,6.281,0.9782,68.094,0.9994
B_cldice_w32_s1,B_cldice_w32,15,2578.958,7651,2.039,0.2177,3.889,0.8256,6.035,0.9708,199.95,0.7387
B_cldice_w32_s1,B_cldice_w32,16,3801.139,8812,1.807,0.2392,4.367,0.835,7.716,0.9887,229.877,1.0
B_cldice_w32_s1,B_cldice_w32,17,1107.131,7984,2.126,0.1351,4.363,0.7849,5.766,0.9792,27.711,0.9948
B_cldice_w32_s1,B_cldice_w32,18,1661.625,7659,2.322,0.2243,3.275,0.7622,7.41,0.9852,69.556,0.998
B_cldice_w32_s1,B_cldice_w32,19,4450.43,8476,3.416,0.3218,3.734,0.8485,7.968,0.9925,33.916,0.9999
B_cldice_w32_s1,B_cldice_w32,20,1058.035,7373,2.623,0.2614,4.132,0.8689,8.628,0.994,45.789,0.9999
B_cldice_w32_s2,B_cldice_w32,01,3032.499,9312,1.372,0.1878,3.577,0.7505,7.143,0.9655,108.494,0.9776
B_cldice_w32_s2,B_cldice_w32,02,2571.924,9289,1.507,0.1519,3.386,0.7307,10.011,0.9895,99.029,0.9272
B_cldice_w32_s2,B_cldice_w32,03,374.725,9221,1.503,0.0819,4.682,0.8054,8.388,0.9653,39.066,0.9939
B_cldice_w32_s2,B_cldice_w32,04,2259.864,8926,1.919,0.0585,3.582,0.8264,7.627,0.9863,376.505,0.9996
B_cldice_w32_s2,B_cldice_w32,05,948.533,9586,1.245,0.0719,3.405,0.786,7.645,0.9913,47.331,0.9948
B_cldice_w32_s2,B_cldice_w32,06,1168.16,9989,1.693,0.0523,2.84,0.7511,7.258,0.9913,35.665,1.0
B_cldice_w32_s2,B_cldice_w32,07,1808.984,8968,1.049,0.0578,3.249,0.7026,6.819,0.9811,80.767,0.8285
B_cldice_w32_s2,B_cldice_w32,08,450.74,8585,1.263,0.056,3.719,0.7996,8.621,0.9718,38.456,0.9998
B_cldice_w32_s2,B_cldice_w32,09,479.715,8726,1.854,0.1121,3.768,0.7862,9.04,0.9829,62.778,0.9931
B_cldice_w32_s2,B_cldice_w32,10,983.284,9137,1.657,0.1183,3.883,0.7772,8.262,0.979,96.476,1.0
B_cldice_w32_s2,B_cldice_w32,11,1806.814,10456,0.846,0.082,2.459,0.6718,5.703,0.9583,261.814,0.7685
B_cldice_w32_s2,B_cldice_w32,12,779.981,8712,1.866,0.1437,3.365,0.7638,5.675,0.9695,42.971,0.9864
B_cldice_w32_s2,B_cldice_w32,13,1954.616,10186,1.418,0.1346,3.822,0.7805,6.581,0.9699,105.965,1.0
B_cldice_w32_s2,B_cldice_w32,14,2519.632,8358,1.212,0.1634,3.328,0.7391,6.258,0.9747,68.069,0.999
B_cldice_w32_s2,B_cldice_w32,15,2592.123,7651,1.911,0.2041,3.742,0.7946,6.061,0.9749,270.595,0.9997
B_cldice_w32_s2,B_cldice_w32,16,3153.976,8812,1.617,0.214,4.178,0.7989,7.508,0.962,229.877,1.0
B_cldice_w32_s2,B_cldice_w32,17,841.751,7984,1.818,0.1155,4.393,0.7903,5.807,0.9861,27.816,0.9986
B_cldice_w32_s2,B_cldice_w32,18,1191.223,7659,2.345,0.2265,3.277,0.7628,7.368,0.9796,69.625,0.999
B_cldice_w32_s2,B_cldice_w32,19,3621.427,8476,2.794,0.2632,3.669,0.8337,7.942,0.9893,33.914,0.9999
B_cldice_w32_s2,B_cldice_w32,20,849.003,7373,2.43,0.2422,4.047,0.8511,8.592,0.9898,45.213,0.9874
B_cldice_w64_d5_s0,B_cldice_w64_d5,01,1575.674,9312,1.031,0.1412,3.388,0.7108,7.134,0.9642,110.32,0.994
B_cldice_w64_d5_s0,B_cldice_w64_d5,02,2513.366,9289,1.553,0.1565,3.064,0.6613,9.981,0.9865,101.645,0.9517
B_cldice_w64_d5_s0,B_cldice_w64_d5,03,207.802,9221,1.394,0.076,4.361,0.7502,8.434,0.9706,38.697,0.9845
B_cldice_w64_d5_s0,B_cldice_w64_d5,04,2178.766,8926,1.705,0.052,3.345,0.7717,7.648,0.989,376.645,0.9999
B_cldice_w64_d5_s0,B_cldice_w64_d5,05,648.906,9586,1.012,0.0585,3.325,0.7676,7.605,0.9861,47.556,0.9995
B_cldice_w64_d5_s0,B_cldice_w64_d5,06,532.123,9989,2.14,0.0662,2.674,0.7072,7.197,0.983,34.568,0.9692
B_cldice_w64_d5_s0,B_cldice_w64_d5,07,935.816,8968,0.955,0.0526,2.916,0.6308,6.826,0.982,97.169,0.9967
B_cldice_w64_d5_s0,B_cldice_w64_d5,08,352.34,8585,1.381,0.0612,3.414,0.7341,8.672,0.9776,38.022,0.9885
B_cldice_w64_d5_s0,B_cldice_w64_d5,09,672.292,8726,1.554,0.094,3.688,0.7696,9.08,0.9872,63.207,0.9999
B_cldice_w64_d5_s0,B_cldice_w64_d5,10,873.48,9137,1.464,0.1045,3.757,0.7519,8.214,0.9733,96.476,1.0
B_cldice_w64_d5_s0,B_cldice_w64_d5,11,1512.036,10456,0.765,0.0741,2.345,0.6406,5.537,0.9304,269.546,0.7912
B_cldice_w64_d5_s0,B_cldice_w64_d5,12,903.321,8712,1.735,0.1336,3.142,0.7131,5.677,0.9699,43.404,0.9964
B_cldice_w64_d5_s0,B_cldice_w64_d5,13,1474.1,10186,1.366,0.1297,3.579,0.7308,6.553,0.9659,105.657,0.9971
B_cldice_w64_d5_s0,B_cldice_w64_d5,14,1961.381,8358,1.321,0.1781,3.195,0.7096,6.198,0.9653,68.081,0.9992
B_cldice_w64_d5_s0,B_cldice_w64_d5,15,2216.922,7651,1.412,0.1508,3.768,0.7999,6.038,0.9712,270.094,0.9979
B_cldice_w64_d5_s0,B_cldice_w64_d5,16,2606.487,8812,1.543,0.2042,3.845,0.7353,7.603,0.9741,229.765,0.9995
B_cldice_w64_d5_s0,B_cldice_w64_d5,17,736.863,7984,1.949,0.1238,4.524,0.8139,5.743,0.9754,27.803,0.9981
B_cldice_w64_d5_s0,B_cldice_w64_d5,18,1184.485,7659,2.384,0.2303,3.017,0.7021,7.42,0.9866,60.992,0.8751
B_cldice_w64_d5_s0,B_cldice_w64_d5,19,3506.026,8476,2.89,0.2723,3.657,0.8308,7.893,0.9831,33.856,0.9982
B_cldice_w64_d5_s0,B_cldice_w64_d5,20,612.982,7373,2.234,0.2226,3.769,0.7925,8.623,0.9934,45.792,1.0
B_cldice_w64_d5_s1,B_cldice_w64_d5,01,3724.88,9312,1.379,0.1887,3.772,0.7915,7.228,0.9769,110.923,0.9995
B_cldice_w64_d5_s1,B_cldice_w64_d5,02,1810.823,9289,1.401,0.1412,3.371,0.7275,10.059,0.9943,98.943,0.9264
B_cldice_w64_d5_s1,B_cldice_w64_d5,03,437.723,9221,1.601,0.0873,4.86,0.836,8.425,0.9696,39.306,1.0
B_cldice_w64_d5_s1,B_cldice_w64_d5,04,2419.862,8926,2.011,0.0613,3.532,0.815,7.633,0.987,376.504,0.9996
B_cldice_w64_d5_s1,B_cldice_w64_d5,05,817.254,9586,0.96,0.0554,3.53,0.815,7.683,0.9961,47.555,0.9995
B_cldice_w64_d5_s1,B_cldice_w64_d5,06,1657.454,9989,2.241,0.0693,2.718,0.7189,7.278,0.9941,35.606,0.9983
B_cldice_w64_d5_s1,B_cldice_w64_d5,07,2174.682,8968,0.929,0.0512,3.393,0.7338,6.838,0.9838,96.802,0.993
B_cldice_w64_d5_s1,B_cldice_w64_d5,08,433.185,8585,1.382,0.0613,3.912,0.8412,8.815,0.9937,38.444,0.9995
B_cldice_w64_d5_s1,B_cldice_w64_d5,09,802.559,8726,1.721,0.1041,3.803,0.7937,9.137,0.9934,63.206,0.9999
B_cldice_w64_d5_s1,B_cldice_w64_d5,10,1762.298,9137,1.421,0.1015,4.041,0.8087,8.381,0.9931,96.104,0.9961
B_cldice_w64_d5_s1,B_cldice_w64_d5,11,2726.668,10456,0.855,0.0828,2.59,0.7076,5.754,0.9669,338.959,0.9949
B_cldice_w64_d5_s1,B_cldice_w64_d5,12,954.568,8712,1.603,0.1235,3.531,0.8016,5.714,0.9761,43.233,0.9924
B_cldice_w64_d5_s1,B_cldice_w64_d5,13,1370.535,10186,1.326,0.1259,3.585,0.732,6.661,0.9818,105.965,1.0
B_cldice_w64_d5_s1,B_cldice_w64_d5,14,3024.266,8358,1.3,0.1753,3.36,0.7462,6.334,0.9864,68.134,1.0
B_cldice_w64_d5_s1,B_cldice_w64_d5,15,2689.743,7651,1.836,0.1961,3.814,0.8097,6.193,0.9961,270.608,0.9998
B_cldice_w64_d5_s1,B_cldice_w64_d5,16,3565.433,8812,1.412,0.1869,4.316,0.8252,7.742,0.9921,229.878,1.0
B_cldice_w64_d5_s1,B_cldice_w64_d5,17,1003.344,7984,2.211,0.1405,4.403,0.7921,5.818,0.9881,27.79,0.9976
B_cldice_w64_d5_s1,B_cldice_w64_d5,18,2935.382,7659,2.367,0.2287,3.371,0.7846,7.347,0.9769,69.695,1.0
B_cldice_w64_d5_s1,B_cldice_w64_d5,19,4290.66,8476,2.805,0.2643,3.826,0.8694,7.963,0.9919,33.916,1.0
B_cldice_w64_d5_s1,B_cldice_w64_d5,20,1002.423,7373,2.808,0.2798,4.166,0.876,8.626,0.9937,45.792,1.0
B_cldice_w64_d5_s2,B_cldice_w64_d5,01,1697.229,9312,1.024,0.1402,3.481,0.7304,7.133,0.9641,110.585,0.9964
B_cldice_w64_d5_s2,B_cldice_w64_d5,02,4433.788,9289,1.155,0.1163,3.227,0.6965,10.008,0.9893,106.805,1.0
B_cldice_w64_d5_s2,B_cldice_w64_d5,03,306.402,9221,1.318,0.0719,4.655,0.8008,8.404,0.9672,39.308,1.0
B_cldice_w64_d5_s2,B_cldice_w64_d5,04,1857.055,8926,1.919,0.0585,3.544,0.8178,7.637,0.9875,375.926,0.998
B_cldice_w64_d5_s2,B_cldice_w64_d5,05,779.833,9586,0.861,0.0497,3.352,0.7738,7.605,0.9861,47.556,0.9996
B_cldice_w64_d5_s2,B_cldice_w64_d5,06,2094.066,9989,1.665,0.0515,2.705,0.7153,7.216,0.9857,35.665,1.0
B_cldice_w64_d5_s2,B_cldice_w64_d5,07,1965.83,8968,0.936,0.0516,3.311,0.7162,6.832,0.9829,76.271,0.7824
B_cldice_w64_d5_s2,B_cldice_w64_d5,08,315.272,8585,1.165,0.0516,3.453,0.7425,8.74,0.9852,38.446,0.9995
B_cldice_w64_d5_s2,B_cldice_w64_d5,09,636.352,8726,1.651,0.0998,3.866,0.8067,9.014,0.9801,62.989,0.9965
B_cldice_w64_d5_s2,B_cldice_w64_d5,10,1678.576,9137,1.187,0.0848,3.817,0.764,8.383,0.9934,95.001,0.9847
B_cldice_w64_d5_s2,B_cldice_w64_d5,11,2226.671,10456,0.715,0.0693,2.375,0.6488,5.703,0.9582,340.007,0.998
B_cldice_w64_d5_s2,B_cldice_w64_d5,12,873.496,8712,1.788,0.1377,3.267,0.7415,5.675,0.9695,42.404,0.9734
B_cldice_w64_d5_s2,B_cldice_w64_d5,13,2716.392,10186,1.435,0.1363,3.569,0.7287,6.629,0.977,105.965,1.0
B_cldice_w64_d5_s2,B_cldice_w64_d5,14,2413.467,8358,1.166,0.1573,3.259,0.7238,6.24,0.9719,68.134,1.0
B_cldice_w64_d5_s2,B_cldice_w64_d5,15,2909.425,7651,1.34,0.1431,3.711,0.7879,6.151,0.9893,189.637,0.7006
B_cldice_w64_d5_s2,B_cldice_w64_d5,16,1651.593,8812,1.426,0.1888,4.257,0.814,7.584,0.9717,228.574,0.9943
B_cldice_w64_d5_s2,B_cldice_w64_d5,17,793.244,7984,1.784,0.1133,4.38,0.788,5.807,0.9861,27.804,0.9981
B_cldice_w64_d5_s2,B_cldice_w64_d5,18,1404.181,7659,2.368,0.2288,3.1,0.7214,7.324,0.9739,67.092,0.9627
B_cldice_w64_d5_s2,B_cldice_w64_d5,19,4166.245,8476,2.436,0.2295,3.582,0.814,7.971,0.9928,33.797,0.9965
B_cldice_w64_d5_s2,B_cldice_w64_d5,20,706.16,7373,2.147,0.2139,3.91,0.8222,8.604,0.9912,45.764,0.9994
B_cldice_w64_d5_s3,B_cldice_w64_d5,01,3502.906,9312,1.174,0.1607,3.616,0.7589,7.136,0.9645,110.978,1.0
B_cldice_w64_d5_s3,B_cldice_w64_d5,02,2632.984,9289,1.365,0.1376,3.291,0.7102,10.079,0.9962,99.257,0.9293
B_cldice_w64_d5_s3,B_cldice_w64_d5,03,427.032,9221,1.46,0.0796,4.712,0.8106,8.351,0.9611,39.067,0.9939
B_cldice_w64_d5_s3,B_cldice_w64_d5,04,2038.09,8926,1.856,0.0566,3.558,0.821,7.618,0.9851,376.641,0.9999
B_cldice_w64_d5_s3,B_cldice_w64_d5,05,1974.107,9586,0.946,0.0546,3.462,0.7992,7.695,0.9977,47.568,0.9998
B_cldice_w64_d5_s3,B_cldice_w64_d5,06,722.468,9989,2.172,0.0672,2.729,0.7216,7.232,0.9879,35.665,1.0
B_cldice_w64_d5_s3,B_cldice_w64_d5,07,1834.8,8968,1.014,0.0558,3.36,0.7267,6.798,0.9781,81.007,0.831
B_cldice_w64_d5_s3,B_cldice_w64_d5,08,356.303,8585,1.37,0.0607,3.78,0.8127,8.763,0.9878,38.44,0.9994
B_cldice_w64_d5_s3,B_cldice_w64_d5,09,860.74,8726,1.921,0.1162,4.007,0.8362,9.185,0.9987,63.067,0.9977
B_cldice_w64_d5_s3,B_cldice_w64_d5,10,1894.281,9137,1.442,0.1029,4.024,0.8053,8.363,0.991,95.37,0.9885
B_cldice_w64_d5_s3,B_cldice_w64_d5,11,2464.435,10456,0.919,0.089,2.394,0.654,5.745,0.9654,340.019,0.998
B_cldice_w64_d5_s3,B_cldice_w64_d5,12,1192.137,8712,2.094,0.1613,3.212,0.7291,5.699,0.9736,43.229,0.9924
B_cldice_w64_d5_s3,B_cldice_w64_d5,13,1172.754,10186,1.668,0.1584,3.794,0.7749,6.623,0.9761,105.965,1.0
B_cldice_w64_d5_s3,B_cldice_w64_d5,14,2908.22,8358,1.399,0.1886,3.356,0.7454,6.328,0.9854,68.134,1.0
B_cldice_w64_d5_s3,B_cldice_w64_d5,15,2842.608,7651,1.742,0.186,3.541,0.7518,6.116,0.9838,270.091,0.9978
B_cldice_w64_d5_s3,B_cldice_w64_d5,16,3463.773,8812,1.436,0.1901,4.358,0.8334,7.741,0.9919,229.877,1.0
B_cldice_w64_d5_s3,B_cldice_w64_d5,17,1699.663,7984,2.206,0.1401,4.612,0.8297,5.811,0.9869,27.795,0.9978
B_cldice_w64_d5_s3,B_cldice_w64_d5,18,1512.445,7659,2.566,0.2479,3.314,0.7713,7.417,0.9862,69.576,0.9983
B_cldice_w64_d5_s3,B_cldice_w64_d5,19,3799.254,8476,3.269,0.3081,3.732,0.848,7.928,0.9875,33.916,0.9999
B_cldice_w64_d5_s3,B_cldice_w64_d5,20,781.437,7373,2.677,0.2668,3.841,0.8078,8.599,0.9906,45.792,1.0
B_cldice_w64_d5_s4,B_cldice_w64_d5,01,1545.497,9312,1.374,0.1881,3.497,0.7338,7.048,0.9527,108.162,0.9746
B_cldice_w64_d5_s4,B_cldice_w64_d5,02,2419.084,9289,1.564,0.1575,3.057,0.6597,10.021,0.9905,101.952,0.9546
B_cldice_w64_d5_s4,B_cldice_w64_d5,03,398.86,9221,1.685,0.0918,4.92,0.8463,8.401,0.9668,39.308,1.0
B_cldice_w64_d5_s4,B_cldice_w64_d5,04,2030.247,8926,1.592,0.0485,3.435,0.7927,7.629,0.9865,376.487,0.9995
B_cldice_w64_d5_s4,B_cldice_w64_d5,05,1242.118,9586,0.839,0.0484,3.381,0.7804,7.628,0.989,47.093,0.9898
B_cldice_w64_d5_s4,B_cldice_w64_d5,06,1483.639,9989,1.54,0.0476,2.581,0.6826,7.17,0.9794,35.665,1.0
B_cldice_w64_d5_s4,B_cldice_w64_d5,07,1577.203,8968,0.975,0.0537,3.32,0.7182,6.804,0.9788,96.753,0.9925
B_cldice_w64_d5_s4,B_cldice_w64_d5,08,382.655,8585,1.215,0.0538,3.441,0.74,8.76,0.9875,38.443,0.9995
B_cldice_w64_d5_s4,B_cldice_w64_d5,09,1548.235,8726,2.22,0.1343,3.614,0.7543,9.099,0.9893,63.212,1.0
B_cldice_w64_d5_s4,B_cldice_w64_d5,10,1678.361,9137,1.382,0.0987,3.93,0.7864,8.293,0.9828,96.476,1.0
B_cldice_w64_d5_s4,B_cldice_w64_d5,11,2367.205,10456,0.842,0.0816,2.398,0.655,5.6,0.941,220.865,0.6483
B_cldice_w64_d5_s4,B_cldice_w64_d5,12,884.504,8712,1.84,0.1417,3.239,0.7352,5.689,0.9719,43.134,0.9902
B_cldice_w64_d5_s4,B_cldice_w64_d5,13,1134.412,10186,1.505,0.1429,3.344,0.6828,6.589,0.9711,105.965,1.0
B_cldice_w64_d5_s4,B_cldice_w64_d5,14,2279.907,8358,1.181,0.1593,3.165,0.703,6.183,0.9629,68.134,1.0
B_cldice_w64_d5_s4,B_cldice_w64_d5,15,2243.121,7651,1.164,0.1243,3.686,0.7826,5.995,0.9643,270.675,1.0
B_cldice_w64_d5_s4,B_cldice_w64_d5,16,2916.043,8812,1.545,0.2044,4.141,0.7918,7.65,0.9802,229.72,0.9993
B_cldice_w64_d5_s4,B_cldice_w64_d5,17,1387.654,7984,1.783,0.1133,4.356,0.7836,5.777,0.981,27.806,0.9982
B_cldice_w64_d5_s4,B_cldice_w64_d5,18,2045.654,7659,2.465,0.2382,3.18,0.7401,7.398,0.9836,63.326,0.9086
B_cldice_w64_d5_s4,B_cldice_w64_d5,19,3570.774,8476,2.394,0.2256,3.566,0.8103,7.948,0.99,33.916,1.0
B_cldice_w64_d5_s4,B_cldice_w64_d5,20,425.609,7373,1.989,0.1982,3.783,0.7956,8.578,0.9882,45.586,0.9955
C_boundary_s0,C_boundary,01,3880.603,9312,1.821,0.2493,4.03,0.8457,7.259,0.9811,110.981,1.0
