run,config,image,length,depth,kind,band
B_cldice_s0,B_cldice,19,1,1.0,intact,Q1_dimmest
B_cldice_s0,B_cldice,19,8,4.123,severs,Q2
B_cldice_s0,B_cldice,19,4,4.0,intact,Q2
B_cldice_s0,B_cldice,19,1,1.0,intact,Q3
B_cldice_s0,B_cldice,19,5,6.403,intact,Q2
B_cldice_s0,B_cldice,19,6,1.0,intact,Q2
B_cldice_s0,B_cldice,19,1,1.0,intact,Q1_dimmest
B_cldice_s0,B_cldice,19,1,1.0,intact,Q1_dimmest
B_cldice_s0,B_cldice,19,1,1.0,intact,Q1_dimmest
B_cldice_s0,B_cldice,19,12,5.657,severs,Q1_dimmest
B_cldice_s0,B_cldice,19,3,1.414,severs,Q1_dimmest
B_cldice_s0,B_cldice,19,7,3.0,severs,Q2
B_cldice_s0,B_cldice,19,4,1.0,intact,Q1_dimmest
B_cldice_s0,B_cldice,19,1,1.0,intact,Q1_dimmest
